!EXCLAMATION-POINT ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE ˈkʰloʊzˈkʰwoʊt
KOVICH ˈkʰɑvɪʧ
KOWABUNGA ˌkaʊəˈbʌŋgə
KOWAL ˈkʰaʊəɫ
KOWALCHUK kaʊˈɑɫhək
KOWALCZYK ˈkʰaʊəɫʧɪk
KOWALESKI kaʊəˈlɛski
KOWALEWSKI kaʊəˈlɛfski
KOWALIK kaʊˈɑlɪk
KOWALKE ˈkʰɑˌwɔk
KOWALKOWSKI ˈkʰɑwɔˌkɔfski
KOWALL ˈkʰaʊəɫ
KOWALSKI kəˈwɑɫski
KOWALSKY kaʊˈɑɫski
KOWITZ ˈkʰɑwɪts
KOWNACKI ˌkaʊˈnɑki
KOWTOW ˈkʰaʊˈtʰaʊ, ˈkʰoʊˈtʰoʊ
KOYAMA koʊˈjɑmə
KOYO ˈkʰɔɪoʊ
KOZA ˈkʰoʊzə
KOZAK ˈkʰoʊzək
KOZAKIEWICZ kəˈzɑkəvɪʧ
KOZAR ˈkʰoʊzɚ
KOZBERG ˈkʰɑzbɚg
KOZEL ˈkʰoʊzəɫ
KOZEMCHAK ˌkoʊˈzɛmˌʧæk
KOZICKI kəˈzɪtski
KOZIEL ˈkʰɑziɫ
KOZIK ˈkʰoʊzɪk
KOZIKOWSKI kəzɪˈkʰɔfski
KOZINSKI kəˈzɪnski
KOZIOL ˈkʰɑziɔɫ
KOZLIK ˈkʰɑzlɪk
KOZLOFF ˈkʰɑzlɔf
KOZLOSKI kəzˈlaʊski
KOZLOW ˈkʰɑzloʊ
KOZLOWSKI kəzˈlɔfski
KOZMA ˈkʰoʊzmə
KOZMINSKI kəzˈmɪnski
KOZNOVSKY ˌkɑzˈnɑfski
KOZNOVSKY'S ˌkɑzˈnɑfskiz
KOZO ˈkʰoʊzoʊ
KOZOL ˈkʰoʊzəɫ
KOZUB ˈkʰoʊzəb
KOZUCH ˈkʰɑzəh
KOZYREV ˈkʰɑzɚˌɛv
KOZYREV'S ˈkʰɑzɚˌɛvz
KRAAI ˈkʰɹɑi
KRAATZ ˈkʰɹɑts
KRABBE ˈkʰɹæb
KRABBENHOFT ˈkʰɹæbɪnhəft
KRABILL ˈkʰɹæbəɫ
KRACH ˈkʰɹæʧ
KRACHT ˈkʰɹækt
KRACK ˈkʰɹæk
KRACKE ˈkʰɹæk
KRAEGER ˈkʰɹɛgɚ
KRAEMER ˈkʰɹɛmɚ
KRAEUTLER ˈkʰɹaʊɾɫɚ, ˈkʰɹatɾɫɚ
KRAFFT ˈkʰɹæft
KRAFT ˈkʰɹæft
KRAFT'S ˈkʰɹæfts
KRAFTWERK ˈkʰɹæftwɚk
KRAGE ˈkʰɹeɪdʒ
KRAGER ˈkʰɹeɪgɚ
KRAGH ˈkʰɹæg
KRAGT ˈkʰɹægt
KRAH ˈkʰɹɑ
KRAHENBUHL ˈkʰɹɑɪnbəɫ
KRAHL ˈkʰɹɑɫ
KRAHN ˈkʰɹæn
KRAIN ˈkʰɹeɪn
KRAJEWSKI kɹaɪˈɛfski
KRAJICEK ˈkʰɹaɪɪʧɛk
KRAJINA ˈkʰɹaɪnə, kɹaɪˈinə
KRAJINA'S ˈkʰɹaɪnəz, kɹaɪˈinəz
KRAKER ˈkʰɹeɪkɚ
KRAKOW ˈkʰɹɑkaʊ, ˈkʰɹɑkɑv, ˈkʰɹækaʊ
KRAKOWER ˈkʰɹækoʊɚ
KRAKOWSKI kɹəˈkʰɔfski
KRAL ˈkʰɹæɫ
KRALICEK ˈkʰɹɑlɪʧɛk
KRALIK ˈkʰɹɑlɪk
KRALL ˈkʰɹɔɫ
KRAM ˈkʰɹæm
KRAMAR ˈkʰɹæmɚ
KRAMER ˈkʰɹeɪmɚ
KRAMER'S ˈkʰɹeɪmɚz
KRAMLICH ˈkʰɹæmlɪk
KRAMM ˈkʰɹæm
KRAMME ˈkʰɹæm
KRAMMER ˈkʰɹæmɚ
KRAMMES ˈkʰɹæmz
KRAMP ˈkʰɹæmp
KRAMPE ˈkʰɹæmp
KRANDALL ˈkʰɹændəɫ
KRANE ˈkʰɹeɪn
KRANER ˈkʰɹeɪnɚ
KRANICH ˈkʰɹænɪʧ, ˈkrænɪtʃ
KRANS ˈkʰɹænz
KRANTZ ˈkʰɹænts
KRANZ ˈkʰɹænz
KRANZLER ˈkʰɹænzɫɚ
KRAPELS ˈkʰɹæpəɫz
KRAPF ˈkʰɹæpf
KRAPP ˈkʰɹæp
KRAPRAYOON ˈkʰɹæpɹɑjun
KRAS ˈkʰɹæs
KRASINSKI kɹəˈsɪnski
KRASKA ˈkʰɹɑskə
KRASNER ˈkʰɹæsnɚ
KRASNOFF ˈkʰɹæsnɔf
KRASNOW ˈkʰɹɑsnoʊ
KRASNOYARSK ˌkɹæsnɔˈjɑɹsk
KRASNY ˈkʰɹæzni
KRASOWSKI kɹəˈsɔfski
KRASS ˈkʰɹæs
KRASZEWSKI kɹəˈʃɛfski
KRAT ˈkʰɹæt
KRATKY ˈkʰɹætki
KRATOCHVIL ˈkʰɹæɾəkvəɫ
KRATT ˈkʰɹæt
KRATZ ˈkʰɹæts
KRATZER ˈkʰɹeɪtzɚ
KRATZKE ˈkʰɹætski
KRAUER ˈkʰɹaʊɚ
KRAUS ˈkʰɹaʊs
KRAUSE ˈkʰɹɔs
KRAUSER ˈkʰɹaʊsɚ
KRAUSHAAR ˈkʰɹaʊˌʃɑɹ
KRAUSKOPF ˈkʰɹaʊskɔf
KRAUSS ˈkʰɹaʊs
KRAUSSE ˈkʰɹɔs
KRAUSZ ˈkʰɹaʊʃ
KRAUT ˈkʰɹaʊt
KRAUTER ˈkʰɹaʊɾɚ, ˈkʰɹatɾɚ
KRAUTH ˈkʰɹɔθ
KRAUTHAMMER ˈkʰɹaʊtˌhæmɚ
KRAUZE ˈkʰɹaʊz
KRAVCHUK ˈkʰɹɑvˌʧʊk
KRAVCHUK'S ˈkʰɹɑvˌʧʊkz
KRAVETZ ˈkʰɹævɪts
KRAVIS ˈkʰɹævɪs
KRAVITZ ˈkʰɹævɪts
KRAWCCYKIEWI ˌkɹaʊʧɪˈkʰui
KRAWCHUK ˈkʰɹɔʧək
KRAWCZAK ˈkʰɹɑvʧæk
KRAWCZYK ˈkʰɹɑvʧɪk
KRAWIEC ˈkʰɹɑvik
KRAWITZ ˈkʰɹɑwɪts
KRAY ˈkʰɹeɪ
KRAYNAK ˈkʰɹeɪnək
KREAGER ˈkʰɹigɚ
KREAMER ˈkʰɹimɚ
KREBBS ˈkʰɹɛbz
KREBS ˈkʰɹɛbz
KREBS'S ˈkʰɹɛbzɪz
KREBSBACH ˈkʰɹɛbzbɑk
KRECH ˈkʰɹɛk
KRECKO ˈkʰɹɛkoʊ
KREDIETBANK kɹɛditˈbæŋk
KREDIT ˈkʰɹɛɾɪt
KREDITANSTALT kɹɛˈdɪˌtənˌstɔɫt
KREEGER ˈkʰɹigɚ
KREFT ˈkʰɹɛft
KREG ˈkʰɹɛg
KREGEL ˈkʰɹɛgəɫ
KREGER ˈkʰɹigɚ
KREH ˈkʰɹɛ
KREHBIEL ˈkʰɹɛbiɫ
KREHER ˈkʰɹɛɚ
KREICHER ˈkʰɹaɪkɚ
KREIDER ˈkʰɹaɪdɚ
KREIDLER ˈkʰɹaɪdəɫɚ, ˈkʰɹaɪdɫɚ
KREIFELS ˈkʰɹaɪfəɫz
KREIG ˈkʰɹig
KREIGER ˈkʰɹaɪgɚ
KREILING ˈkʰɹaɪlɪŋ
KREIMER ˈkʰɹaɪmɚ
KREIN ˈkʰɹeɪn
KREINER ˈkʰɹaɪnɚ
KREIS ˈkʰɹiz
KREISBERG ˈkʰɹaɪsbɚg
KREISCHER ˈkʰɹaɪʃɚ
KREISEL ˈkʰɹaɪsəɫ
KREISER ˈkʰɹaɪsɚ
KREISHER ˈkʰɹiɪʃɚ
KREISLER ˈkʰɹaɪsɫɚ
KREISMAN ˈkʰɹaɪsmən
KREISS ˈkʰɹaɪs
KREITER ˈkʰɹaɪɾɚ, ˈkʰɹatɾɚ
KREITMAN ˈkʰɹaɪɾmən
KREITNER ˈkʰɹaɪʔnɚ, ˈkʰɹatʔnɚ
KREITZ ˈkʰɹits
KREITZBERG ˈkʰɹaɪtsbɚg
KREITZER ˈkʰɹaɪtzɚ
KREJCI ˈkʰɹɛdʒsi
KRELL ˈkʰɹɛɫ
KREMER ˈkʰɹimɚ
KREMERS ˈkʰɹimɚz
KREMLIN ˈkʰɹɛmlən, ˈkʰɹɛmlɪn
KREMLIN'S ˈkʰɹɛmlɪnz
KREMLINOLOGIST ˌkɹɛmlɪˈnɑlədʒɪst
KREMLINOLOGISTS ˌkɹɛmlɪˈnɑlədʒɪsts
KREMPA ˈkʰɹɛmpə
KREMPASKY kɹɪmˈpʰɑski
KREMPLER ˈkʰɹɛmpɫɚ
KREMPLERS ˈkʰɹɛmpɫɚz
KREN ˈkʰɹɛn
KRENEK ˈkʰɹɛnɪk, ˈkrɛnɪk
KRENGEL ˈkʰɹɛŋgəɫ
KRENIK ˈkʰɹɛnɪk, ˈkrɛnɪk
KRENKE ˈkʰɹɛŋk
KRENN ˈkʰɹɛn
KRENTZ ˈkʰɹɛnts
KRENWINKLE ˈkʰɹɛnˌwɪŋkəɫ
KRENWINKLE'S ˈkʰɹɛnˌwɪŋkəɫz
KRENZ ˈkʰɹɛnz
KRENZER ˈkʰɹɛnzɚ
KREPPS ˈkʰɹɛps
KREPS ˈkʰɹɛps
KRESA ˈkʰɹisɚ
KRESGE ˈkʰɹɛsgi
KRESLOVSKY kɹɛˈslɔvski
KRESS ˈkʰɹɛs
KRESSE ˈkʰɹɛs
KRESSER ˈkʰɹɛsɚ
KRESSIN ˈkʰɹɛsɪn
KRESSLER ˈkʰɹɛsɫɚ
KRETCHMAN ˈkʰɹɛʧmən
KRETCHMER ˈkʰɹɛʧmɚ, ˈkʰɹtʧmɚ
KRETSCH ˈkʰɹɛʧ
KRETSCHMAR ˈkʰɹɛʧmɚ, ˈkʰɹtʧmɚ
KRETSCHMER ˈkʰɹɛʧmɚ, ˈkʰɹtʧmɚ
KRETZ ˈkʰɹɛts
KRETZER ˈkʰɹɛtzɚ
KRETZSCHMAR ˈkʰɹɛʧmɚ, ˈkʰɹtʧmɚ
KREUGER ˈkʰɹɔɪgɚ
KREUL ˈkʰɹuɫ
KREUSER ˈkʰɹɔɪsɚ
KREUTER ˈkʰɹɔɪɾɚ, ˈkʰɹɔtɾɚ
KREUTZ ˈkʰɹuts
KREUZER ˈkʰɹuzɚ
KREWSON ˈkʰɹusən
KREY ˈkʰɹeɪ
KRIBS ˈkʰɹɪbz
KRICHBAUM ˈkʰɹɪkbaʊm
KRICK ˈkʰɹɪk
KRIDER ˈkʰɹaɪdɚ
KRIDLER ˈkʰɹɪdɫɚ
KRIEBEL ˈkʰɹibəɫ
KRIEG ˈkʰɹig
KRIEGEL ˈkʰɹigəɫ
KRIEGER ˈkʰɹigɚ
KRIEGER'S ˈkʰɹigɚz
KRIENKE ˈkʰɹiŋk
KRIER ˈkʰɹaɪɚ
KRIESE ˈkʰɹiz
KRIESEL ˈkʰɹisəɫ
KRIETE ˈkʰɹit
KRIGBAUM ˈkʰɹɪgˌbaʊm
KRIGER ˈkʰɹaɪgɚ
KRIGSTEN ˈkʰɹɪgstɪn
KRIKALEV ˈkʰɹɪkəˌlɛv
KRIKALEV'S ˈkʰɹɪkəˌlɛvz
KRIKORIAN kɹɪˈkʰoɹiən
KRILL ˈkʰɹɪɫ
KRIM ˈkʰɹɪm
KRIMINYOK kɹɪˈmɪnjɔk
KRIMMEL ˈkʰɹɪməɫ
KRINER ˈkʰɹaɪnɚ
KRING ˈkʰɹɪŋ
KRINGEN ˈkʰɹɪŋən
KRINGLEY ˈkʰɹɪŋgli
KRINGS ˈkʰɹɪŋz
KRINKE ˈkʰɹɪŋk
KRINSKY ˈkʰɹɪnski
KRIS ˈkʰɹɪs
KRISCH ˈkʰɹɪʃ
KRISCHER ˈkʰɹɪʃɚ
KRISE ˈkʰɹaɪz
KRISHER ˈkʰɹɪʃɚ
KRISHNA ˈkʰɹɪʃnə, ˈkʰɹiʃnə
KRISHNAN ˈkʰɹɪʃnən
KRISKO ˈkʰɹɪskoʊ
KRISPIES ˈkʰɹɪspiz
KRISS ˈkʰɹɪs
KRIST ˈkʰɹɪst
KRISTA ˈkʰɹɪstə
KRISTALL ˈkʰɹɪstəɫ
KRISTALLNACHT ˈkʰɹɪstəɫˌnɑkt
KRISTEN ˈkʰɹɪstən
KRISTENSEN ˈkʰɹɪstənsən
KRISTI ˈkʰɹɪsti
KRISTI'S ˈkʰɹɪstiz
KRISTIANSEN ˈkʰɹɪsʧənsən
KRISTIE ˈkʰɹɪsti
KRISTIN ˈkʰɹɪstɪn
KRISTINA kɹɪˈstinə
KRISTINE kɹɪˈstin
KRISTOF ˈkʰɹɪstəf
KRISTOFF ˈkʰɹɪstɔf
KRISTOFFE ˈkʰɹɪstɔf
KRISTOFFERSON ˌkɹɪˈstɔfɚsən
KRISTOL ˈkʰɹɪstəɫ
KRISTOL'S ˈkʰɹɪstəɫz
KRISTOPHER ˈkʰɹɪstəfɚ
KRISTOPHER'S ˈkʰɹɪstəfɚz
KRISTY ˈkʰɹɪsti
KRITZ ˈkʰɹɪts
KRITZER ˈkʰɹɪtzɚ
KRIVANEK ˈkʰɹɪvənɪk, ˈkrɪvənɪk
KRIZ ˈkʰɹɪz
KRIZAN ˈkʰɹɪzən
KRIZEK ˈkʰɹɪzɛk
KROB ˈkʰɹɑb
KROBOTH ˈkʰɹɑbəθ
KROC ˈkʰɹɑk
KROC'S ˈkʰɹɑks
KROCK ˈkʰɹɑk
KROEBER ˈkʰɹoʊbɚ
KROEBER'S ˈkʰɹoʊbɚz
KROEGER ˈkʰɹoʊgɚ
KROEGER'S ˈkʰɹoʊgɚz
KROEGERS ˈkʰɹoʊgɚz
KROEKER ˈkʰɹoʊkɚ
KROENER ˈkʰɹoʊnɚ
KROENING ˈkʰɹɑənɪŋ, ˈkrɑːənɪŋ
KROENKE ˈkʰɹoʊŋk
KROES ˈkʰɹoʊz
KROESE ˈkʰɹoʊs
KROEZE ˈkʰɹoʊz
KROFT ˈkʰɹɑft
KROG ˈkʰɹɑg
KROGER ˈkʰɹoʊgɚ
KROGER'S ˈkʰɹoʊgɚz
KROGH ˈkʰɹoʊ
KROGMAN ˈkʰɹɑgmən
KROGSTAD ˈkʰɹɑgstəd
KROH ˈkʰɹoʊ
KROHN ˈkʰɹoʊn
KROK ˈkʰɹɑk
KROL ˈkʰɹɔɫ
KROLAK ˈkʰɹoʊlək
KROLCZYK ˈkʰɹoʊɫʧɪk
KROLICK ˈkʰɹɑlɪk
KROLIKOWSKI kɹəlɪˈkʰɔfski
KROLL ˈkʰɹɔɫ
KROM ˈkʰɹɑm
KROME ˈkʰɹoʊm
KROMER ˈkʰɹoʊmɚ
KROMM ˈkʰɹɑm
KRON ˈkʰɹɑn
KRONA ˈkʰɹoʊnə
KRONBERG ˈkʰɹɑnbɚg
KRONE ˈkʰɹoʊnə
KRONEN ˈkʰɹoʊnən
KRONENBERG ˈkʰɹɑnənbɚg
KRONENBERGER ˈkʰɹɑnənbɚgɚ
KRONER ˈkʰɹoʊnɚ
KRONICK ˈkʰɹɑnɪk, ˈkrɑːnɪk
KRONISH ˈkʰɹɑnɪʃ, ˈkrɑːnɪʃ
KRONK ˈkʰɹɑŋk
KRONOR ˈkʰɹoʊnɚ
KRONOS ˈkʰɹoʊnoʊs
KRONTZ ˈkʰɹɑnts
KROON ˈkʰɹun
KROPF ˈkʰɹɑpf
KROPP ˈkʰɹɑp
KROSS ˈkʰɹɔs
KROSSEL ˈkʰɹɔsəɫ
KROTKOV ˈkʰɹɔtkɔv
KROTZ ˈkʰɹɑts
KROTZER ˈkʰɹoʊtzɚ
KROUNER ˈkʰɹunɚ
KROUPA ˈkʰɹupə
KROUSE ˈkʰɹaʊs
KROUT ˈkʰɹaʊt
KROWE ˈkʰɹoʊ
KROWITZ ˈkʰɹaʊɪts
KROY ˈkʰɹɔɪ
KRUCHTEN ˈkʰɹʌktən
KRUCK ˈkʰɹʌk
KRUCKEBERG ˈkʰɹʌkbɚg
KRUCKENBERG ˈkʰɹʌkənbɚg
KRUCZEK ˈkʰɹʌʧɛk
KRUDMAN ˈkʰɹʌdmən
KRUDMAN'S ˈkʰɹʌdmənz
KRUEGER ˈkʰɹugɚ
KRUER ˈkʰɹuɚ
KRUG ˈkʰɹʌg
KRUGER ˈkʰɹugɚ
KRUGERRAND kɹuˈgɛɚænd
KRUGH ˈkʰɹʌ
KRUGMAN ˈkʰɹʌgmən
KRUK ˈkʰɹʌk
KRUKOWSKI kɹəˈkʰɔfski
KRUL ˈkʰɹʌɫ
KRULL ˈkʰɹʌɫ
KRULWICH ˈkʰɹʌɫwɪʧ
KRUM ˈkʰɹʌm
KRUMHOLZ ˈkʰɹʌmˌhoʊɫz
KRUMM ˈkʰɹʌm
KRUMME ˈkʰɹʌm
KRUMMEL ˈkʰɹʌməɫ
KRUMMEL'S ˈkʰɹʌməɫz
KRUMREY ˈkʰɹʌmɹi
KRUMWIEDE ˈkʰɹʌmˌwid
KRUPA ˈkʰɹupə
KRUPICKA ˌkɹuˈpʰɪkə
KRUPINSKI kɹəˈpʰɪnski
KRUPKA ˈkʰɹʌpkə
KRUPMAN ˈkʰɹʌpmən
KRUPNICK ˈkʰɹʌpnɪk, ˈkrʌpnɪk
KRUPP ˈkʰɹʌp
KRUPP'S ˈkʰɹʌps
KRUPPA ˈkʰɹʌpə
KRUPSKI ˈkʰɹʌpski
KRUS ˈkʰɹʌs
KRUSCHEV ˈkʰɹusˌʧɛv
KRUSCHKE ˈkʰɹʌʃk
KRUSE ˈkʰɹuz
KRUSEMARK ˈkʰɹʌsɪmɑɹk
KRUSINSKI kɹəˈsɪnski
KRUSZEWSKI kɹəˈʃɛfski
KRUSZKA ˈkʰɹʌʃkə
KRUSZYNSKI kɹəˈʃɪnski
KRUTICK ˈkʰɹuˌtɪk
KRUTSINGER ˈkʰɹʌtsɪndʒɚ
KRUTTSCHNITT ˈkʰɹʌʧnɪt, ˈkrʌtʃnɪt
KRUTZ ˈkʰɹʌts
KRUZEL ˈkʰɹuzəɫ
KRYCH ˈkʰɹɪʧ
KRYDER ˈkʰɹaɪdɚ
KRYGER ˈkʰɹaɪgɚ
KRYGIER ˈkʰɹaɪgiɚ
KRYPTON ˈkʰɹɪptɔn
KRYPTONIAN kɹɪpˈtʰoʊˌniən
KRYPTONITE ˈkʰɹɪptoʊˌnaɪt
KRYPTOS ˈkʰɹɪptoʊs
KRYSIAK ˈkʰɹɪsiæk
KRYSTAL ˈkʰɹɪstəɫ
KRZEMINSKI kɹɪˈmɪnski
KRZYSZTOF ˈkʰɹistɔf, ˈkʰɹiʃtɔf
KRZYWICKI kɹɪˈvɪtski
KRZYZANOWSKI kɹɪzəˈnɔfski
KSIAZEK ksˈjɑzɛk
KU ˈkʰu
KUALA ˈkʰwɑlə
KUAN ˈkʰwɑn
KUBA ˈkʰjubə
KUBACKI kəˈbɑtski
KUBALA kəˈbɑlə, kuˈbɑlə
KUBAN ˈkʰjubən
KUBAS ˈkʰubəz
KUBAT ˈkʰubət
KUBE ˈkʰjub
KUBENA kəˈbinə
KUBERSKI kuˈbɝski
KUBES ˈkʰuˌbɛs
KUBIAK ˈkʰubiæk
KUBIC ˈkʰjubɪk
KUBICA ˈkʰjubɪkə
KUBICEK ˈkʰʌbɪʧɛk
KUBICK ˈkʰjubɪk
KUBICKI kəˈbɪtski
KUBIK ˈkʰjubɪk
KUBIN ˈkʰjubɪn
KUBINSKI kəˈbɪnski
KUBIS ˈkʰubɪs
KUBISIAK kəˈbɪsiæk
KUBITZ ˈkʰjubɪts
KUBLER ˈkʰjubəɫɚ, ˈkʰjubɫɚ
KUBLY ˈkʰʌbli
KUBO ˈkʰjuboʊ
KUBOTA kuˈboʊɾə
KUBRICK ˈkʰjuˌbɹɪk
KUBRICK'S ˈkʰjuˌbɹɪks
KUBY ˈkʰjubi
KUC ˈkʰʌk
KUCAN ˈkʰjukən
KUCERA kəˈʧiɚə, kəˈtiɚə
KUCEWICZ ˈkʰjusɪwɪts
KUCH ˈkʰʌʧ
KUCHAR ˈkʰʌkɚ
KUCHARSKI kəˈʧɑɹski
KUCHENBECKER ˈkʰʌkɪnbɛkɚ
KUCHER ˈkʰʌkɚ
KUCHERA ˈkʰʌʧɚə, kʌtʃɝə
KUCHINSKI kəˈʧɪnski
KUCHINSKY kəˈʧɪnski
KUCHLER ˈkʰʌkəɫɚ, ˈkʰʌkɫɚ
KUCHMA ˈkʰuʧmə
KUCHMA'S ˈkʰuʧməz
KUCHTA ˈkʰʌʧtə
KUCINSKI kəˈʧɪnski
KUCK ˈkʰʌk
KUCZEK ˈkʰʌʧɛk
KUCZYNSKI kəˈʧɪnski
KUDER ˈkʰjudɚ
KUDLA ˈkʰʌdlə
KUDLOW ˈkʰʌdloʊ
KUDNER ˈkʰʌdnɚ
KUDOS ˈkʰudoʊs
KUDRNA ˌkəˈdɝnə
KUDZU ˈkʰʌdzu
KUEBLER ˈkʰʊbəɫɚ, ˈkʰʊbɫɚ
KUECHLER ˈkʰʊkəɫɚ, ˈkʰʊkɫɚ
KUECK ˈkʰuk
KUECKER ˈkʰʊkɚ
KUEHL ˈkʰʊɫ
KUEHLER ˈkʰʊɫɚ
KUEHN ˈkʰun
KUEHNE ˈkʰun
KUEHNEL ˈkʰʊnəɫ
KUEHNER ˈkʰʊnɚ
KUEHNLE ˈkʰʊnəɫ
KUEKER ˈkʰʊkɚ
KUENHEIM ˈkʰjuənˌhaɪm
KUENNEN ˈkʰʊnən
KUENSTLER ˈkʰʊnsəɫɚ, ˈkʰʊnsɫɚ
KUENZEL ˈkʰʊnzəɫ
KUENZI kuˈeɪnzi
KUENZLI ˈkʰʊnzli
KUESTER ˈkʰʊstɚ
KUETHER ˈkʰʊðɚ
KUFAHL ˈkʰʌfɑɫ
KUFFEL ˈkʰʌfəɫ
KUFFNER ˈkʰʌfnɚ
KUGEL ˈkʰugəɫ
KUGELMAN ˈkʰʌgəɫmən
KUGLER ˈkʰugəɫɚ, ˈkʰugɫɚ
KUHAR ˈkʰuɚ
KUHL ˈkʰʌɫ
KUHLE ˈkʰuəɫ
KUHLENSCHMIDT ˈkʰjulənˌʃmɪt
KUHLMAN ˈkʰuɫmən
KUHLMANN ˈkʰuɫmən
KUHN ˈkʰun
KUHNE ˈkʰʌn
KUHNER ˈkʰunɚ
KUHNERT ˈkʰunɚt
KUHNKE ˈkʰʌŋk
KUHNLE ˈkʰʌnəɫ
KUHNS ˈkʰunz
KUHR ˈkʰɚ
KUHRT ˈkʰɝt
KUIKEN ˈkʰukən
KUIPER ˈkʰupɚ
KUIPERS ˈkʰupɚz
KUJALA kəˈjɑlə
KUJAWA kuˈdʒɑwə
KUJAWSKI kəˈjɑfski
KUK ˈkʰʌk
KUKER ˈkʰjukɚ
KUKJE ˈkʰukjɪ, ˈkʰukˌdʒeɪ, ˈkʰukˌdʒi
KUKLA ˈkʰʌklə
KUKLINSKI kəˈkʰlɪnski
KUKOWSKI kəˈkʰɔfski
KUKUK ˈkʰukək
KULA ˈkʰulə
KULAGA kuˈlɑgə
KULAKOWSKI kjuləˈkʰɔfski
KULAS ˈkʰjuləz
KULESA kjuˈlisə
KULESZA kjuˈlɛʃə
KULHANEK ˈkʰʌɫhənɛk
KULICH ˈkʰjulɪk
KULICK ˈkʰjulɪk
KULIG ˈkʰjulɪg
KULIGOWSKI kjulɪˈgɔfski
KULIK ˈkʰjulɪk
KULIKOWSKI kjulɪˈkʰɔfski
KULINSKI kjuˈlɪnski
KULIS ˈkʰulɪs
KULISH ˈkʰjulɪʃ
KULKA ˈkʰʌɫkə
KULKARNI kəɫˈkʰɑɹni
KULL ˈkʰʌɫ
KULLA ˈkʰʌlə
KULLBERG ˈkʰʌɫbɚg
KULLMAN ˈkʰʌɫmən
KULLY ˈkʰʌli
KULON ˈkʰuˌlɔn
KULOW ˈkʰjuloʊ
KULP ˈkʰʌɫp
KULPA ˈkʰʌɫpə
KULWICKI kəɫˈvɪtski
KULZER ˈkʰʌɫzɚ
KUMAGAI kumɑˈgɑi
KUMAR kuˈmɑɹ
KUMARATUNGA kuˌmɑɹəˈtʰʌngə
KUMARISAMI kuˌmɑɹəˈsɑmi
KUMBAYA ˌkʊmbaɪˈjʌ
KUMBLE ˈkʰʌmbəɫ
KUME ˈkʰjum
KUMHO ˈkʰʌmhoʊ
KUMLER ˈkʰʌmɫɚ
KUMM ˈkʰʌm
KUMMER ˈkʰʌmɚ
KUMOURI ˌkuˈmoɹi
KUMOURI'S ˌkuˈmoɹiz
KUMP ˈkʰʌmp
KUMPF ˈkʰʌmpf
KUMQUAT ˈkʰʌmkwɑt
KUN ˈkʰʌn
KUNA ˈkʰjunə
KUNAEV kjuˈneɪv
KUNATH ˈkʰʌnəθ
KUNAYEV kjuˈneɪəv
KUNCE ˈkʰʌns
KUNDA ˈkʰʌndə
KUNDE ˈkʰʌnd
KUNDERA kənˈdɛɚə
KUNDERT ˈkʰʌndɚt
KUNDINGER ˈkʰʌndɪŋɚ
KUNDRAT ˈkʰʌndɹət
KUNDUN ˈkʰʊndən
KUNERT ˈkʰjunɚt
KUNES ˈkʰjunz
KUNESH ˈkʰʌnɪʃ, ˈkʌnɪʃ
KUNEY ˈkʰjuni
KUNG ˈkʰʌŋ
KUNIN ˈkʰjunɪn, ˈkjuːnɪn
KUNIO ˈkʰjunioʊ
KUNKA ˈkʰʌŋkə
KUNKEL ˈkʰʌŋkəɫ
KUNKLE ˈkʰʌŋkəɫ
KUNKLER ˈkʰʌŋkɫɚ
KUNS ˈkʰʌnz
KUNSELMAN ˈkʰʌnsəɫmən
KUNSMAN ˈkʰʌnsmən
KUNST ˈkʰʌnst
KUNSTLER ˈkʰʌnstɫɚ, kʌnstlɚ
KUNTSLER ˈkʰʌntsɫɚ
KUNTZ ˈkʰʌnts
KUNTZE ˈkʰʌntz
KUNTZMAN ˈkʰʌntsmən
KUNZ ˈkʰʌnz
KUNZE ˈkʰʌnz
KUNZELMAN ˈkʰʌnzəɫmən
KUNZLER ˈkʰʌnzɫɚ
KUNZMAN ˈkʰʌnzmən
KUO ˈkʰuoʊ
KUOMINTANG ˈkʰwoʊˌmɪnˈtʰæŋ, ˈgwoʊˌmɪnˈtʰæŋ
KUOMINTANG'S ˈkʰwoʊˌmɪnˈtʰæŋz, ˈgwoʊˌmɪnˈtʰæŋz
KUOW ˈkʰjuoʊ
KUPEK ˈkʰupɪk
KUPER ˈkʰjupɚ
KUPERMAN ˈkʰupɚmən
KUPFER ˈkʰʌpfɚ
KUPFERMAN ˈkʰʌpfɚmən
KUPIEC ˈkʰʌpik
KUPKA ˈkʰʌpkə
KUPOR ˈkʰjupɚ
KUPPER ˈkʰʌpɚ
KUPRES ˈkʰupɹəs
KURALT kjɚˈɔɫt
KURALT'S kjɚˈɔɫts
KURAMOTO kʊɚɑˈmoʊɾoʊ, kʊɚɑˈmoʊtoʊ
KURANARI ˌkʊɚəˈnɑɹi
KURAS ˈkʰʊɚəz
KURD ˈkʰɝd
KURDISH ˈkʰɝdɪʃ
KURDISTAN ˈkʰɝdɪˌstæn
KURDS ˈkʰɝdz
KURDZIEL ˈkʰɝdziɫ
KUREK ˈkʰjuɹɛk
KURIAN ˈkʰjʊɚiən
KURIANSKY ˌkʊɚiˈænski
KURIHARA ˌkuɹɪˈhɑɹə
KURIL kʰɚəɫ
KURILLA kɚˈɪlə
KURINSKY ˌkjuˈɹɪnski
KURIYAMA kuɹɪˈjɑmə
